代码,名称,当前收盘价,MA5,MA10,突破前高价,突破日,信号
688083.SS,中望软件,79.16,78.344,80.098,77.22,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000630.SZ,铜陵有色,5.51,5.362,5.497999999999999,5.48,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000885.SZ,城发环境,15.46,15.36,15.344999999999999,15.3,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000665.SZ,湖北广电,6.37,6.228,6.078,6.52,20251022,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301137.SZ,哈焊华通,48.14,45.252,47.617000000000004,55.31,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000571.SZ,新大洲A,5.89,5.828,5.821,5.58,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603610.SS,麒盛科技,16.97,17.012,17.602,18.4,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603239.SS,浙江仙通,18.68,18.588,18.951999999999998,21.19,20250923,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002659.SZ,凯文教育,5.86,5.722,5.651999999999999,6.34,20250926,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002925.SZ,盈趣科技,20.07,19.444,19.35,19.56,20250923,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603355.SS,莱克电气,25.12,23.582,22.819,23.15,20251022,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002006.SZ,精工科技,19.82,19.872,20.410999999999998,21.65,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000058.SZ,深 赛 格,10.78,10.488,10.648,9.96,20251010,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603307.SS,扬州金泉,45.41,46.059999999999995,44.199,41.54,20251015,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300797.SZ,钢研纳克,17.18,17.294,18.107,18.5,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300650.SZ,太龙股份,18.78,17.588,17.576,18.46,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000045.SZ,深纺织Ａ,14.19,14.124,14.398,13.8,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
001389.SZ,广合科技,71.28,70.88799999999999,72.34,78.48,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301246.SZ,宏源药业,16.79,16.946,16.584,15.67,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
001287.SZ,中电港,24.05,23.056,22.958,23.09,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002140.SZ,东华科技,11.91,11.856,12.120999999999999,12.25,20250926,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688330.SS,宏力达,36.83,35.942,36.277,40.74,20250923,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600337.SS,美克家居,2.32,2.2640000000000002,2.293,2.45,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000590.SZ,启迪药业,12.23,11.770000000000001,11.49,12.65,20251023,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000410.SZ,沈阳机床,7.79,7.364,7.409000000000001,7.72,20251022,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
605358.SS,立昂微,32.31,31.734,32.18,33.04,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002130.SZ,沃尔核材,29.59,28.498,28.436,29.3,20250923,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002967.SZ,广电计量,20.77,20.424,20.284,19.38,20251015,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000777.SZ,中核科技,21.84,21.112000000000002,21.252,20.12,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
601326.SS,秦港股份,3.65,3.6439999999999997,3.568,3.59,20251023,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000776.SZ,广发证券,22.96,22.711999999999996,23.229,22.04,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
